OBJECTID,Identificador del parque,Estrato,UPZ,Localidad,Estado Certificación,Clasificación del Parque,Nombre del Parque,Administración del Parque,Código Localidad,Código POT,coord_x,coord_y
929,16-407,3,41,Puente Aranda,CERTIFICADO,Bolsillo,URBANIZACIÓN MUZÚ II ETAPA,,16,,"-74,12831866994688","4,59802353071569"
940,19-351,3,65,Ciudad Bolivar,CERTIFICADO,Vecinal,URBANIZACIÓN ATLANTA (ANTES NUEVA ESCOCIA),,19,,"-74,15385324327042","4,580411212948271"
944,16-095,3,43,Puente Aranda,CERTIFICADO,Vecinal,SAN FRANCISCO,,16,,"-74,106879140957","4,621093958070238"
955,08-432,4,44,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN MANDALAY ETAPA A SECTOR II,,8,,"-74,14201954514071","4,628133109457819"
959,07-339,2,84,Bosa,CERTIFICADO,Bolsillo,DESARROLLO SAN BERNARDINO,,7,,"-74,20112197368323","4,622724585838334"
972,16-200,3,40,Puente Aranda,CERTIFICADO,Vecinal,EL TEJAR,,16,,"-74,1263590297397","4,608955237273326"
973,16-241,3,41,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,,16,,"-74,13052038231775","4,595544807795881"
977,10-116,4,31,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN NORMANDÍA I SECTOR,,10,,"-74,1059674551482","4,668465316806401"
985,08-037,3,46,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN PIO XII,,8,,"-74,1485880781513","4,6333787263074475"
989,05-005,2,57,Usme,CERTIFICADO,Bolsillo,SAN JUAN BAUTISTA,,5,,"-74,11879578952004","4,5161178943903995"
991,05-007,2,57,Usme,CERTIFICADO,Vecinal,MARICHUELA,,5,,"-74,11719986863741","4,511199406389942"
993,10-638,3,29,Engativa,CERTIFICADO,Vecinal,MAKRO AVENIDA BOYACÁ,,10,,"-74,08741859784311","4,697841048708405"
994,10-639,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN EL PINAR,,10,,"-74,09262884176235","4,702729655610013"
1002,08-394,3,44,Kennedy,CERTIFICADO,Vecinal,UNIDAD RESIDENCIAL GLORIETA DE LAS AMÉRICAS,,8,,"-74,1446672113122","4,623818410541106"
1006,05-413,1,56,Usme,CERTIFICADO,Bolsillo,LA FISCALA II SECTOR - LA FORTUNA,,5,,"-74,10933192930568","4,535090174317718"
1008,19-208,1,70,Ciudad Bolivar,INVESTIGADO NO CERTIFICADO,Bolsillo,DESARROLLO JERUSALÉN,,19,,"-74,15798337804486","4,574677128774023"
1010,10-633,3,72,Engativa,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDADELA COLSUBSIDIO SECTORES II, III Y V",,10,,"-74,11124451171585","4,722760191154691"
1021,02-032,5,97,Chapinero,CERTIFICADO,Vecinal,EL ESPARTILLAL ( OXI ),,2,,"-74,05599854978973","4,662082094216486"
1030,18-320,2,54,Rafael Uribe,SIN CERTIFICAR,Vecinal,UNIDAD RESIDENCIAL FRANCISCO VEGA,,18,,"-74,11895377488159","4,566356169651148"
1040,11-013,2,71,Suba,CERTIFICADO,Vecinal,CAÑIZA SECTOR I-II-III,,11,,"-74,11049834004899","4,735222218113898"
1043,11-671,2,71,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN PARQUES DE CAMPO PREDIO EL CAMPITO,,11,,"-74,1096856665508","4,750691223570346"
1045,11-676,4,27,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LA CAMPIÑA II SECTOR,,11,,"-74,09025407973176","4,742694682397557"
1047,01-422,4,13,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN PARQUE DE LORENA,,1,,"-74,03824545385015","4,732708100308695"
1057,09-023,3,75,Fontibon,CERTIFICADO,Bolsillo,PALESTINA,,9,,"-74,1477526543694","4,682278149930966"
1058,09-106,3,75,Fontibon,INVESTIGADO NO CERTIFICADO,Bolsillo,URBANIZACIÓN LA PALESTINA,,9,,"-74,14740047210805","4,682546536020863"
1059,09-019,3,75,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN EL CHITAL II SECTOR,,9,,"-74,14368817566242","4,68530747576817"
1062,09-118,3,115,Fontibon,CERTIFICADO,Bolsillo,SAN JOSÉ DE FONTIBÓN,,9,,"-74,13513041822739","4,683835673095386"
1063,09-029,3,75,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN ARABIA,,9,,"-74,13409316006914","4,678563399085485"
1070,09-074,3,114,Fontibon,CERTIFICADO,Bolsillo,URBANIZACIÓN CAPELLANÍA I Y II ETAPA,,9,,"-74,13244544502217","4,669401759597848"
1078,02-002,1,90,Chapinero,CERTIFICADO,Vecinal,EL PARAÍSO,,2,,"-74,06032016720437","4,626850245024945"
1079,05-383,1,52,Usme,CERTIFICADO,Bolsillo,DESARROLLO LOS ARRAYANES,,5,,"-74,08618974340777","4,49860425943705"
1084,19-332,1,67,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO VILLA GLORIA,,19,,"-74,15295034523086","4,553372057011078"
1087,02-029,4,99,Chapinero,CERTIFICADO,Vecinal,SUCRE III,,2,,"-74,06627957418038","4,630530309942857"
1093,19-371,1,70,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO ARBORIZADORA ALTA,,19,,"-74,16458043705731","4,566174977909016"
1098,10-659,3,30,Engativa,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL CALLE 74 - ESTACIÓN DE SERVICIO FLORENCIA,,10,,"-74,10512268978563","4,698306406387632"
1104,19-376,1,70,Ciudad Bolivar,CERTIFICADO,Vecinal,DESARROLLO ARBORIZADORA ALTA,,19,,"-74,1568947250234","4,5705353709346355"
1106,19-379,1,70,Ciudad Bolivar,CERTIFICADO,Vecinal,DESARROLLO ARBORIZADORA ALTA,,19,,"-74,15754108892148","4,571827784748075"
1117,10-580,3,72,Engativa,CERTIFICADO,Bolsillo,"URBANIZACIÓN CIUDADELA COLSUBSIDIO SECTORES II, III, IV, V",,10,,"-74,1137919124269","4,72628335997054"
1122,10-396,3,31,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LA ISABELA I ETAPA,,10,,"-74,11110886970121","4,68618653739259"
1123,10-352,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN MEISSEN SIDAUTO,,10,,"-74,09652863681985","4,713725561374415"
1129,08-410,3,44,Kennedy,CERTIFICADO,Bolsillo,VILLA CLAUDIA,,8,,"-74,12805367412457","4,614785529898993"
1133,08-449,3,113,Kennedy,CERTIFICADO,Vecinal,ÉXITO - LUSITANIA,,8,,"-74,12531526688045","4,631296824234665"
1135,07-172,2,85,Bosa,CERTIFICADO,Vecinal,DESARROLLO PIAMONTE I ETAPA,,7,,"-74,18897797993725","4,605397989285556"
1143,07-175,2,85,Bosa,CERTIFICADO,Vecinal,URBANIZACIÓN JOSÉ MARÍA CARBONELL I Y II ETAPAS,JUNTA DE ACCION COMUNAL JOSE MARIA CARBONELL,7,,"-74,1945928681796","4,603240097054968"
1149,07-132,2,85,Bosa,CERTIFICADO,Vecinal,DESARROLLO VILLA ANNI,,7,,"-74,2002701511558","4,605920705119499"
1150,07-153,2,49,Bosa,CERTIFICADO,Bolsillo,DESARROLLO NUEVO CHILE,,7,,"-74,16654562256474","4,601718680660201"
1151,07-158,2,49,Bosa,CERTIFICADO,Vecinal,URBANIZACIÓN OLARTE,,7,,"-74,164707899013","4,603834321052671"
1154,07-191,2,84,Bosa,CERTIFICADO,Bolsillo,DESARROLLO SAN JOAQUÍN,,7,,"-74,20040432981484","4,623724377876448"
1158,02-014,6,97,Chapinero,CERTIFICADO,Zonal Existente,CANAL EL VIRREY- EL CHICO,IDRD,2,,"-74,0514304701446","4,672256068662576"
1160,16-371,3,40,Puente Aranda,CERTIFICADO,Bolsillo,CONJUNTO RESIDENCIAL BOSQUE DE LOS COMUNEROS,,16,,"-74,10586467979485","4,608973272784055"
1163,16-381,3,40,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN PARQUES DE PRIMAVERA,,16,,"-74,10947383527281","4,613849118507163"
1164,16-382,3,40,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN PARQUES DE PRIMAVERA,,16,,"-74,10876382573687","4,613019579046943"
1169,16-290,3,41,Puente Aranda,CERTIFICADO,Bolsillo,URBANIZACIÓN ALQUERÍA,,16,,"-74,1343196608357","4,594654233615861"
1171,11-015,2,71,Suba,CERTIFICADO,Vecinal,BERLÍN,,11,,"-74,11716978091445","4,747534659125195"
1174,11-049,2,28,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LOS ALCAPARROS DE SUBA,,11,,"-74,10089207395507","4,7370181888688885"
1175,11-059,3,19,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN FUERTEVENTURA,,11,,"-74,05534427038654","4,723994033937663"
1177,11-060,3,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN IBERIA TRIÁNGULO II SECTOR- ETAPA I,,11,,"-74,0687753482629","4,718851244109704"
1181,16-284,3,40,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,,16,,"-74,11991287017784","4,603782480030194"
1194,05-111,2,57,Usme,CERTIFICADO,Vecinal,SANTA LIBRADA SALAZAR SALAZAR,,5,,"-74,11373876989133","4,51885379833791"
1206,15-009,3,38,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN CARLOS E. RESTREPO,,15,,"-74,1044601355512","4,589493160606612"
1207,09-165,4,115,Fontibon,CERTIFICADO,Vecinal,VILLA DEL PINAR (ETAPA III),,9,,"-74,1266223448141","4,674360957581699"
1219,11-260,3,27,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN COMPARTIR III ETAPA,,11,,"-74,10372808629891","4,754621763831003"
1227,04-119,2,32,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN LA CASTAÑA,,4,,"-74,07939255008064","4,566189282380657"
1229,04-270,1,51,San Cristobal,INVESTIGADO NO CERTIFICADO,Metropolitano Propuesto,ENTRE NUBES ( JUAN REY LAS DELICIAS-SANTA LUCIA ),,4,,"-74,09869630932968","4,538913212459289"
1231,04-110,2,51,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN SANTA RITA SUR ORIENTAL I ETAPA,,4,,"-74,09426831072416","4,5430899266187845"
1249,10-311,2,,Engativa,CERTIFICADO,Regional,LA FLORIDA,IDRD,10,PR,"-74,14857204546928","4,730058342126398"
1252,03-062,2,96,Santa Fe,CERTIFICADO,Vecinal,DESARROLLO EL DORADO,,3,,"-74,07299024357599","4,577306944200435"
1257,18-305,3,39,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN QUIROGA 8 ETAPA,,18,,"-74,11966621256374","4,578499339006855"
1261,18-162,2,55,Rafael Uribe,CERTIFICADO,Zonal Existente,LOS MOLINOS II,IDRD,18,PZ58,"-74,1078015854388","4,552233631830748"
1266,05-314,1,59,Usme,CERTIFICADO,Vecinal,DESARROLLO NUEVO PORVENIR,,5,,"-74,10259396729515","4,491101674059631"
1273,01-332,1,11,Usaquén,CERTIFICADO,Vecinal,DESARROLLO SANTA CECILIA PARTE ALTA,,1,,"-74,01441260767834","4,732756084549614"
1283,11-1039,4,25,Suba,CERTIFICADO,Bolsillo,LA ALBORADA,,11,,"-74,07776875312727","4,691075624969075"
1290,16-218,3,40,Puente Aranda,CERTIFICADO,Vecinal,DESARROLLO ESTRELLITA Y BUENAVISTA II,,16,,"-74,10812848506563","4,611411345186435"
1294,15-019,3,35,Antonio Nariño,CERTIFICADO,Vecinal,CIUDAD JARDÍN SUR (LOS FUNDADORES),,15,,"-74,09688385403942","4,579723284289981"
1297,15-002,3,38,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN LA FRAGUITA,,15,,"-74,10092755471385","4,593730164995227"
1303,19-756,1,69,Ciudad Bolivar,SIN CERTIFICAR,Zonal Propuesto,ALTOS DE LA ESTANCIA,,19,,"-74,17590655336468","4,5807479682879135"
1306,08-119,2,48,Kennedy,CERTIFICADO,Vecinal,VILLA DE LOS SAUCES,JUNTA DE ACCION COMUNAL VILLA DE LOS SAUCES,8,,"-74,17449452390892","4,604310160633588"
1309,08-358,3,47,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 10,,8,,"-74,15739247433581","4,622421491607225"
1320,08-287,3,46,Kennedy,CERTIFICADO,Vecinal,LAS DOS AVENIDAS,,8,,"-74,13819069453274","4,634932102522782"
1325,10-681,3,73,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN GARCÉS NAVAS,,10,,"-74,11757697330884","4,708950901000369"
1334,09-141,3,75,Fontibon,INVESTIGADO NO CERTIFICADO,Bolsillo,URBANIZACIÓN AGRUPACIÓN DE VIVIENDA SATURNO,,9,,"-74,14830547175619","4,680981501868538"
1349,18-360,2,55,Rafael Uribe,CERTIFICADO,Vecinal,DESARROLLO LA SERRANÍA SECTOR CULTIVOS,,18,,"-74,10559013128781","4,540484492086099"
1359,18-274,2,54,Rafael Uribe,CERTIFICADO,Bolsillo,URBANIZACIÓN LOS MOLINOS I SECTOR,,18,,"-74,11161405347093","4,5550179747527455"
1361,01-446,3,11,Usaquén,CERTIFICADO,Vecinal,TAFUR MORALES,,1,,"-74,03083682896224","4,736613713557818"
1365,11-1082,2,71,Suba,CERTIFICADO,Vecinal,CIUDADELA CAFAM II (PREDIO LOS GAVILANES),,11,,"-74,11746445258214","4,748105499045423"
1369,10-727,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESPAÑOLA,,10,,"-74,1010145206165","4,705738951376688"
1380,16-028,3,43,Puente Aranda,CERTIFICADO,Bolsillo,TRINIDAD - SECTOR LORENA (PARQUEADERO),,16,,"-74,11941325012384","4,624049006578421"
1381,16-084,3,40,Puente Aranda,CERTIFICADO,Vecinal,SAN EUSEBIO,,16,,"-74,12298938667607","4,606451185477002"
1385,15-035,3,38,Antonio Nariño,CERTIFICADO,Vecinal,VILLA MAYOR,,15,,"-74,11962804224899","4,590750955071993"
1388,13-106,4,109,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE SECTOR III SM III-3, 4, 6, 6, 7 Y 8",ASOBEL,13,,"-74,10278779588566","4,641160157405"
1396,13-146,4,107,Teusaquillo,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL EL PARQUE TACAY,,13,,"-74,08562820966776","4,62725246208614"
1402,12-027,4,98,Barrios Unidos,CERTIFICADO,Vecinal,URBANIZACIÓN SAN FELIPE,,12,,"-74,06430012118048","4,664613541141486"
1405,05-286,1,58,Usme,CERTIFICADO,Vecinal,ANTONIO JOSÉ DE SUCRE I Y II SECTOR,,5,,"-74,11342779964026","4,492955175716116"
1410,19-015,2,69,Ciudad Bolivar,CERTIFICADO,Vecinal,DESARROLLO RINCÓN DE GALICIA,,19,,"-74,17276731110343","4,588529218673138"
1411,19-329,2,69,Ciudad Bolivar,CERTIFICADO,Bolsillo,URBANIZACIÓN GALICIA,,19,,"-74,1731760274897","4,58984909423273"
1422,11-1090,4,25,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN POTOSÍ I SECTOR MANZANAS 66 Y 67,,11,,"-74,0820438768869","4,696483443705971"
1424,03-157,5,91,Santa Fe,CERTIFICADO,Vecinal,PARQUE RESIDENCIAL BAVIERA,,3,,"-74,0689247735781","4,620171619520872"
1425,18-179,2,54,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN PROVIDENCIA ALTA,,18,,"-74,11587999240592","4,560754910202362"
1427,18-185,2,54,Rafael Uribe,CERTIFICADO,Bolsillo,DESARROLLO CALLEJÓN DE SANTA BÁRBARA I Y II,,18,,"-74,11452234740662","4,558268274013278"
1429,18-188,2,54,Rafael Uribe,CERTIFICADO,Bolsillo,URBANIZACIÓN LOS MOLINOS I SECTOR,,18,,"-74,10875403140531","4,555758711977413"
1433,18-059,3,39,Rafael Uribe,CERTIFICADO,Vecinal,"URBANIZACIÓN QUIROGA I, II, III ETAPA",,18,,"-74,10973760130148","4,58134409789871"
1437,08-736,2,79,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN OTERO DE FRANCISCO,,8,,"-74,1529563868503","4,651028497862757"
1442,18-052,3,39,Rafael Uribe,CERTIFICADO,Vecinal,"URBANIZACIÓN QUIROGA ETAPAS IV, V Y VI",,18,,"-74,11333123568795","4,579350582151832"
1445,18-313,3,39,Rafael Uribe,CERTIFICADO,Bolsillo,QUIROGA IX ETAPA,,18,,"-74,1196690602232","4,582554708697756"
1451,18-027,2,54,Rafael Uribe,CERTIFICADO,Vecinal,EL CONSUELO SUR (AVENIDA CARACAS),,18,,"-74,12426345062468","4,56187766184319"
1456,18-077,2,54,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN HACIENDA LOS MOLINOS,,18,,"-74,11022716830912","4,5623381397218346"
1466,18-055,2,54,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN LOS MOLINOS I SECTOR,,18,,"-74,10800082637894","4,553732258788142"
1471,10-009,2,74,Engativa,INVESTIGADO NO CERTIFICADO,Vecinal,ENGATIVÁ,,10,,"-74,1417200391893","4,715231596305418"
1481,12-057,4,22,Barrios Unidos,CERTIFICADO,Vecinal,BARRIO SAN MIGUEL,,12,,"-74,07911581282843","4,66323455653027"
1500,10-632,3,72,Engativa,CERTIFICADO,Bolsillo,"URBANIZACIÓN CIUDADELA COLSUBSIDIO SECTORES II, III Y V",,10,,"-74,11024391605012","4,723162302591615"
1502,08-443,4,44,Kennedy,CERTIFICADO,Vecinal,MANDALAY I SECTOR,,8,,"-74,14615470823497","4,628586022534478"
1504,05-434,1,61,Usme,CERTIFICADO,Bolsillo,EL JARDÍN,,5,,"-74,12777293083535","4,470753057079802"
1505,05-435,2,58,Usme,CERTIFICADO,Bolsillo,VIRREY SOLÍS,,5,,"-74,11443163148682","4,50568147234702"
1507,08-095,2,82,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN EL PARAÍSO,,8,,"-74,169390631087","4,640268616631942"
1508,08-482,2,82,Kennedy,CERTIFICADO,Vecinal,DINDALITO,,8,,"-74,17357106702579","4,638380896108781"
1517,03-035,3,91,Santa Fe,CERTIFICADO,Metropolitano Existente,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTÓRICO ),IDRD,3,PM2a,"-74,06140683719484","4,623365988255944"
1519,18-101,3,39,Rafael Uribe,CERTIFICADO,Bolsillo,"URBANIZACIÓN QUIROGA ETAPAS IV, V Y VI",,18,,"-74,1129452718312","4,581444152712967"
1520,18-393,2,55,Rafael Uribe,CERTIFICADO,Bolsillo,DESARROLLO LOS PUENTES,,18,,"-74,10401864637757","4,549422986310114"
1528,18-127,3,39,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN QUIROGA VII ETAPA,,18,,"-74,1154263701369","4,5810480435360095"
1538,18-213,2,54,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN PLAYÓN LA PLAYITA,,18,,"-74,12196988371937","4,559959354325144"
1539,18-215,3,39,Rafael Uribe,SIN CERTIFICAR,Bolsillo,MURILLO TORO,,18,,"-74,11773215008766","4,586185481926259"
1541,18-330,2,54,Rafael Uribe,SIN CERTIFICAR,Vecinal,HACIENDA LOS MOLINOS,,18,,"-74,10979116784188","4,560151111605648"
1551,18-037,2,54,Rafael Uribe,CERTIFICADO,Vecinal,NUEVA PENSILVANIA,,18,,"-74,11336332126412","4,558886248716531"
1555,18-290,2,55,Rafael Uribe,CERTIFICADO,Bolsillo,DIANA TURBAY SECTOR ESPECIAL,,18,,"-74,11250066280857","4,550327604718431"
1556,18-291,3,36,Rafael Uribe,CERTIFICADO,Bolsillo,URBANIZACIÓN AVENIDA DECIMA,,18,,"-74,10162379711892","4,569850600488008"
1568,11-573,5,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN AGRUPACIÓN DE VIVIENDA EL RINCÓN DE IBERIA,,11,,"-74,06596158090044","4,726094050281729"
1570,11-1079,3,27,Suba,CERTIFICADO,Vecinal,COMPARTIR III ETAPA,,11,,"-74,10339380252044","4,7533059363829135"
1575,18-366,2,54,Rafael Uribe,CERTIFICADO,Bolsillo,DESARROLLO NUEVO PENSILVANIA SUR,,18,,"-74,11164969502812","4,56083922523105"
1587,19-533,1,68,Ciudad Bolivar,CERTIFICADO,Bolsillo,"DESARROLLO FLORIDA SUR ALTO, DESARROLLO OCHO DE DICIEMBRE",,19,,"-74,1493309467129","4,537918477656531"
1595,01-499,4,13,Usaquén,CERTIFICADO,Vecinal,CEDRO GOLF 3RA ETAPA RODEO 2,,1,,"-74,03323797181777","4,730697670472738"
1598,08-555,2,45,Kennedy,CERTIFICADO,Bolsillo,LA FRAGUA,,8,,"-74,1309226425121","4,606714741950933"
1601,19-659,3,65,Ciudad Bolivar,CERTIFICADO,Bolsillo,URBANIZACIÓN MADELENA I Y II SECTOR,,19,,"-74,15569879968228","4,593767959485552"
1604,15-023,3,35,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN FUCHA (CIUDAD BERNA),,15,,"-74,08969859569603","4,584908320509536"
1606,15-046,3,38,Antonio Nariño,CERTIFICADO,Vecinal,"URBANIZACIÓN VILLA MAYOR (LOTES C SECTORES 1,2,3)",,15,,"-74,11945126772497","4,593327872746006"
1614,19-537,1,68,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO EL TESORO,,19,,"-74,14879953438268","4,53893311160491"
1619,08-533,2,48,Kennedy,CERTIFICADO,Vecinal,LAS LUCES Y VILLA RICA,JUNTA DE ACCION COMUNAL DEL BARRIO LAS LUCES,8,,"-74,16803624203146","4,605336161703553"
1622,08-154,3,45,Kennedy,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL LOS CRISTALES Y URBANIZACIÓN LUCERNA 1A Y 2A ETAPAS,,8,,"-74,1469361306919","4,612763245676508"
1624,08-166,3,47,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 10,,8,,"-74,15870708239731","4,620076834081972"
1625,08-479,3,46,Kennedy,CERTIFICADO,Vecinal,RINCÓN DE LOS ÁNGELES,,8,,"-74,14691834090516","4,632364064703577"
1627,01-213,1,11,Usaquén,CERTIFICADO,Vecinal,SANTA CECILIA ALTA 2 (CENTRO EDUCATIVO),,1,,"-74,01771247679724","4,734478707775292"
1628,08-369,3,45,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 6A,,8,,"-74,14936420953123","4,617311992920476"
1631,19-552,1,67,Ciudad Bolivar,CERTIFICADO,Vecinal,DESARROLLO NUEVA COLOMBIA,,19,,"-74,14955220266569","4,549744234818024"
1639,09-002,3,75,Fontibon,CERTIFICADO,Vecinal,"URBANIZACIÓN FONTIBÓN, AGRUPACIÓN DE VIVIENDA VIEMPRO II",,9,,"-74,13627985665087","4,6740369426022355"
1643,01-440,6,16,Usaquén,CERTIFICADO,Bolsillo,SANTA BÁRBARA NORTE,,1,,"-74,03701310272257","4,703202604776372"
1644,07-380,2,85,Bosa,CERTIFICADO,Bolsillo,DESARROLLO SAN PEDRO,,7,,"-74,19914610765623","4,61657720099845"
1648,16-064,3,41,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN EL TEJAR,,16,,"-74,12793406479197","4,607047130419054"
1651,16-131,3,40,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS,,16,,"-74,1175626056542","4,605691186204879"
1664,16-106,3,40,Puente Aranda,CERTIFICADO,Vecinal,TORREMOLINOS,,16,,"-74,1218105041725","4,610876155689487"
1666,16-129,3,41,Puente Aranda,CERTIFICADO,Vecinal,LOS ÁNGELES,,16,,"-74,12981523536246","4,606102225633986"
1682,08-091,2,46,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO ANDALUCÍA,,8,,"-74,13926462686166","4,654250200593079"
1683,08-108,3,46,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN EL RINCÓN DE LOS ÁNGELES,,8,,"-74,14353598892605","4,634260627813084"
1684,08-077,3,47,Kennedy,CERTIFICADO,Vecinal,KENNEDY ORIENTAL SUPERMANZANA 5,,8,,"-74,14685356518666","4,623512330684353"
1686,19-579,1,70,Ciudad Bolivar,CERTIFICADO,Bolsillo,URBANIZACIÓN ARBORIZADORA ALTA,,19,,"-74,16644253369935","4,564593812238694"
1703,07-280,2,85,Bosa,CERTIFICADO,Bolsillo,URBANIZACIÓN JOSÉ MARÍA CARBONELL I Y II ETAPAS,,7,,"-74,19641435827586","4,601584172522168"
1704,04-293,2,50,San Cristobal,CERTIFICADO,Bolsillo,LAS GUACAMAYAS,,4,,"-74,09612911558882","4,552125841007511"
1705,04-294,2,50,San Cristobal,CERTIFICADO,Bolsillo,LAS GUACAMAYAS,,4,,"-74,0964546237253","4,553864583837354"
1707,04-296,2,50,San Cristobal,CERTIFICADO,Bolsillo,LAS GUACAMAYAS,,4,,"-74,09761712410216","4,555001946608033"
1712,04-302,2,50,San Cristobal,CERTIFICADO,Bolsillo,LAS GUACAMAYAS,,4,,"-74,09822229081215","4,55397806035663"
1713,04-304,2,50,San Cristobal,CERTIFICADO,Bolsillo,LAS GUACAMAYAS,,4,,"-74,10041529491465","4,555636866650019"
1721,01-072,6,16,Usaquén,CERTIFICADO,Vecinal,SANTA BÁRBARA CENTRAL,,1,,"-74,03531455201369","4,693949474849974"
1728,08-211,3,47,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN TECHO,,8,,"-74,14749839700801","4,626938077474314"
1748,16-185,3,41,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ I ETAPA,,16,,"-74,12999925120597","4,597160319324692"
1753,16-117,3,41,Puente Aranda,CERTIFICADO,Vecinal,SANTA RITA I SECTOR,,16,,"-74,12350655666658","4,59848802818752"
1758,16-287,3,40,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,,16,,"-74,11826325609235","4,603706802971558"
1764,16-040,3,40,Puente Aranda,CERTIFICADO,Vecinal,PRIMAVERA,JAC PRIMAVERA Y GORGONZOLA,16,,"-74,11318209109629","4,614413612378712"
1766,16-030,3,40,Puente Aranda,CERTIFICADO,Vecinal,CORKIDI,,16,,"-74,1104071628443","4,610562734572502"
1767,16-007,3,40,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS II SECTOR,,16,,"-74,11675346478086","4,607835351168033"
1778,16-042,3,43,Puente Aranda,CERTIFICADO,Bolsillo,NUEVA MARICUTANA (ANTES BRASILIA),,16,,"-74,11061168767492","4,621419969594333"
1782,18-428,3,39,Rafael Uribe,CERTIFICADO,Bolsillo,BARRIO EL CLARET,,18,,"-74,12825163586375","4,580687645467266"
1792,09-308,2,76,Fontibon,CERTIFICADO,Vecinal,LA ESPERANZA,,9,,"-74,15378450104076","4,694106397185629"
1802,08-805,2,46,Kennedy,SIN CERTIFICAR,Vecinal,URBANIZACIÓN EL VERGEL,,8,,"-74,1416901998505","4,653207996208229"
1812,04-378,2,34,San Cristobal,CERTIFICADO,Vecinal,ATENAS SURORIENTAL III,,4,,"-74,09266725327474","4,555007399799102"
1825,08-153,3,48,Kennedy,CERTIFICADO,Vecinal,BERTHA HERNÁNDEZ DE OSPINA,,8,,"-74,17212288217647","4,6111844184568564"
1827,08-254,2,82,Kennedy,CERTIFICADO,Bolsillo,EL ROSARIO,,8,,"-74,16696543628889","4,638973132499931"
1845,11-160,4,25,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN FLORESTA NORTE TERCER SECTOR,,11,,"-74,07386590334863","4,690818205374022"
