"mgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_m","colegios_count_m","paraderos_count_m","parques_count_m","estaciones_count_m","viasprincipales_count_m","viassecundarias_count_m","viviendas_count_m","hogares_count_m","personas_count_m","comercial_count_m","lotes_count_m"
15,2014-01-06,1,"FestivoEntreSemana","Bajo Trafico","No",6,13.4,21.6,11.7,85,1.02,10.3,9.6,22.2,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-03-06,1,"Habil","Normal Trafico","No",6,14.3,19.3,11,81,9.91,7.7,8.1,16.5,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-04-06,1,"DomingoFestivo","Normal Trafico","No",6,14.7,19.3,9,67,0,10.9,13,27.8,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-06,1,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,"0","0","0","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-07,1,"Habil","Normal Trafico","No",7,14.8,19,11.9,81,7.87,10.1,6.7,18,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-07,1,"DomingoFestivo","Normal Trafico","No",7,13.2,18.4,8,72,1.02,11.3,13.1,28.7,40.7,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-07-08,1,"Habil","Moderado Trafico","No",8,13.7,18,10,74,3.05,12.2,12.6,25.9,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-08-08,1,"VisperaDescanso","Normal Trafico","No",8,13.2,19,9.8,72,NA,11.3,10.6,25.9,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-10-08,1,"Habil","Moderado Trafico","No",8,13.8,18,9,81,0,9.3,8.7,18,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-02-09,1,"DomingoFestivo","Normal Trafico","No",9,12.6,20,5.2,76,0,11.4,7.2,22.2,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-03-10,1,"Habil","Normal Trafico","No",10,13.6,19,7,77,0,10.3,10.4,28.7,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-07-11,1,"VisperaDescanso","Moderado Trafico","No",11,14.1,19,9,72,0,11.9,14.4,29.4,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-04-12,1,"Sabado","Moderado Trafico","No",12,13.8,19,9.6,68,0,12.1,13.5,22.2,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-12,1,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-13,2,"Habil","Normal Trafico","No",13,14.7,20,8.5,75,14.99,10.8,9.3,22.2,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-01-15,1,"Habil","Moderado Trafico","No",15,13.1,20,5.9,70,0,10.1,8.3,18.3,46.5,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-02-15,1,"Sabado","Normal Trafico","No",15,13.7,21,9,71,0,10,12,27.8,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-02-16,1,"DomingoFestivo","Normal Trafico","No",16,12.9,21,6,79,1.02,9.2,10.9,33.5,0,"1","0","0","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-16,1,"Habil","Normal Trafico","No",16,13.1,18.6,6,66,0,12.2,10.7,24.1,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-11-16,1,"DomingoFestivo","Moderado Trafico","No",16,12.8,18.5,10,83,0,11.4,9.1,20.6,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-17,1,"Sabado","Normal Trafico","No",17,13.8,18,11,84,0.51,10.1,7.4,22.2,0,"1","0","0","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-07-17,1,"Habil","Moderado Trafico","No",17,13.9,19,9.5,68,0,11.4,17,27.8,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-08-18,1,"FestivoEntreSemana","Moderado Trafico","No",18,14.1,19.3,9.7,69,0.25,11.7,16.1,28.7,40.7,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-10-18,1,"Sabado","Normal Trafico","No",18,13.9,17,10.9,77,0,11.6,9.3,27.8,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-19,1,"VisperaDescanso","Normal Trafico","Amor y Amistad",19,13.6,19,8.6,78,0.25,11.4,8.1,29.4,0,"1","0","1","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-12-19,1,"VisperaDescanso","Moderado Trafico","Novenas",19,13,20.7,4.5,78,9.91,6.9,8,18.3,0,"1","0","1","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-02-21,1,"VisperaDescanso","Normal Trafico","No",21,13.6,19.1,9,86,0,8.4,6.1,25.9,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-08-21,1,"Habil","Normal Trafico","No",21,13.3,19.4,7.9,74,0,10.9,8,22.2,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-02-22,1,"Sabado","Normal Trafico","No",22,13.9,20,10.6,84,4.06,6.9,8,22.2,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-22,1,"Habil","Normal Trafico","No",22,15.6,23,9.8,74,10.92,9.3,8,29.4,0,"1","0","1","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-11-22,2,"Sabado","Normal Trafico","No",22,12.6,20,7.7,83,0.76,6.9,7.6,29.4,0,"1","0","1","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-10-23,1,"Habil","Normal Trafico","No",23,14.2,20,10,71,11.94,11.1,8.7,18,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-04-24,1,"Habil","Normal Trafico","No",24,14.1,20.4,11.9,82,7.11,9.2,6.7,14.8,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-24,1,"Sabado","Normal Trafico","No",24,14.9,22,8,64,12.95,10.5,11.9,79.1,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-08-24,2,"DomingoFestivo","Normal Trafico","No",24,14.3,20,8.5,70,0.25,12.2,8,18.3,33.5,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-01-25,1,"Sabado","Moderado Trafico","No",25,14.5,20.7,8.7,75,1.02,9.7,8.9,25.2,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-25,1,"DomingoFestivo","Normal Trafico","No",25,12.9,21,4.6,69,0,11.1,10.4,22.2,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-10-25,1,"Sabado","Normal Trafico","No",25,14.1,20.4,10,82,7.87,10.1,9.1,20.6,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-08-26,1,"Habil","Normal Trafico","No",26,13.1,17.4,9,75,3.05,11.1,12.2,22.2,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-26,2,"VisperaDescanso","Normal Trafico","No",26,13.3,21,6.3,73,11.94,10.8,8.7,22.2,0,"1","0","1","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-27,1,"Habil","Normal Trafico","No",27,13.4,17,9.5,79,0.51,10.1,8.3,18.3,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-06-27,2,"VisperaDescanso","Bajo Trafico","No",27,13.2,19,7,57,0,10.5,12.4,27.8,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-08-27,1,"Habil","Normal Trafico","No",27,12.4,17.4,9.6,79,2.03,11.1,7.8,18.3,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-12-27,2,"Sabado","Bajo Trafico","No",27,14.4,22,7,59,0,12.4,11.1,24.1,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-07-28,1,"Habil","Moderado Trafico","No",28,14.7,20,10,62,0,12.7,16.7,37,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-28,1,"DomingoFestivo","Normal Trafico","No",28,13.7,24,7.8,67,NA,11.7,12.8,35.9,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-06-29,1,"DomingoFestivo","Bajo Trafico","No",29,13.9,19,10,73,1.02,11.3,12,25.9,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
16,2014-07-01,1,"Habil","Moderado Trafico","No",1,13.9,19,9,78,NA,11.3,9.3,21.7,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-04-02,1,"Habil","Normal Trafico","No",2,14.7,20,11,67,0,9.8,12.8,27.8,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-03,1,"Habil","Normal Trafico","No",3,13.4,18,7,70,0.25,11.6,8.5,22.2,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-05-04,2,"DomingoFestivo","Normal Trafico","No",4,12.8,21.7,5,71,0,12.2,9.8,22.2,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-07-05,1,"Sabado","Moderado Trafico","No",5,14.2,19.9,10,72,0.76,11.9,10.4,22.2,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-11-05,1,"Habil","Normal Trafico","No",5,14.9,21,12,79,0.25,10.9,8.7,18.3,0,"0","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-05-06,1,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,"0","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-06,1,"Sabado","Normal Trafico","No",6,13.2,18.4,9,73,0,11.6,11.1,25.2,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-11-06,1,"Habil","Normal Trafico","No",6,14.3,19,11,82,0,8.5,8,18.3,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-01-07,1,"Habil","Bajo Trafico","No",7,13.4,18,10,85,1.02,8,7.6,18.3,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-04-08,1,"Habil","Normal Trafico","No",8,14.9,19,11.7,72,0.25,10.3,10.9,22.2,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-08-08,1,"VisperaDescanso","Normal Trafico","No",8,13.2,19,9.8,72,NA,11.3,10.6,25.9,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-08,1,"Habil","Moderado Trafico","No",8,13.8,18,9,81,0,9.3,8.7,18,0,"1","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-05-10,1,"Sabado","Normal Trafico","No",10,14.4,18.4,11.9,82,1.02,9.7,9.4,28.7,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-01-11,1,"Sabado","Bajo Trafico","No",11,14.2,21,9.6,70,0,9.5,9.8,32.4,0,"0","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-07-11,1,"VisperaDescanso","Moderado Trafico","No",11,14.1,19,9,72,0,11.9,14.4,29.4,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-11,1,"Habil","Normal Trafico","No",11,13.9,19.3,9.3,76,0,11.1,9.3,22.2,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-02-12,1,"Habil","Normal Trafico","No",12,13.6,21,6.8,71,NA,11.6,9.3,22.2,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-06-13,1,"VisperaDescanso","Moderado Trafico","No",13,14.3,20,9,72,0,12.2,11.9,27.8,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-13,1,"Sabado","Normal Trafico","No",13,14.3,18.3,10.4,71,2.03,11.6,12.4,28.7,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-12-13,1,"Sabado","Moderado Trafico","No",13,13.4,18.2,8,82,0.51,8.4,10.4,50.4,0,"1","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-06-15,1,"DomingoFestivo","Moderado Trafico","No",15,13.6,19.8,9,74,1.02,11.9,14.6,33.5,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-02-16,1,"DomingoFestivo","Normal Trafico","No",16,12.9,21,6,79,1.02,9.2,10.9,33.5,0,"1","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-16,1,"Habil","Normal Trafico","No",16,13.1,18.6,6,66,0,12.2,10.7,24.1,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-16,1,"Habil","Normal Trafico","No",16,14.6,20,10.9,73,0.25,11.9,10.4,25.9,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-17,1,"VisperaDescanso","Normal Trafico","No",17,14.1,19.6,9,73,3.05,10.9,8.9,22.2,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-18,1,"Sabado","Normal Trafico","No",18,13.9,17,10.9,77,0,11.6,9.3,27.8,0,"1","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-01-19,1,"DomingoFestivo","Moderado Trafico","No",19,15.1,20,11,67,0.25,11.9,11.3,32.4,33.5,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-07-19,1,"Sabado","Moderado Trafico","No",19,14.2,18,9,64,0,11.6,16.9,39.6,44.6,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-19,1,"DomingoFestivo","Normal Trafico","No",19,13.3,17.4,11,84,20.07,9.5,7.6,14.8,0,"1","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-03-20,1,"Habil","Normal Trafico","No",20,14.8,19,11,68,0,10,12.2,22.2,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-12-20,1,"Sabado","Moderado Trafico","Novenas",20,14.4,21,9.8,77,9.91,8.4,6.7,22.2,0,"1","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-08-21,1,"Habil","Normal Trafico","No",21,13.3,19.4,7.9,74,0,10.9,8,22.2,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-21,1,"DomingoFestivo","Normal Trafico","No",21,13.8,19,10.8,84,5.08,10.9,7,18.3,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-06-22,1,"DomingoFestivo","Bajo Trafico","No",22,13.8,18.1,10.6,82,2.29,10.1,8.5,18.3,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-01-23,1,"Habil","Moderado Trafico","No",23,13.9,20,7.8,72,20.07,10.5,12.2,29.4,0,"1","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-11-23,1,"DomingoFestivo","Normal Trafico","No",23,15.1,21,9,70,0,12.1,12,28.7,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-02-24,1,"Habil","Normal Trafico","No",24,14.3,19.6,10,79,3.05,9.8,8.9,18.3,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-08-24,1,"DomingoFestivo","Normal Trafico","No",24,14.3,20,8.5,70,0.25,12.2,8,18.3,33.5,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-24,1,"Habil","Normal Trafico","No",24,12.9,20.6,5,72,0,11.6,8.1,18.3,0,"0","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-04-25,1,"VisperaDescanso","Normal Trafico","No",25,14.1,19,10,74,2.03,12.4,10.2,22.2,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-25,1,"Habil","Normal Trafico","No",25,14.4,22,8,68,NA,11.9,10.2,18.3,0,"1","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-11-25,1,"Habil","Normal Trafico","No",25,13.5,18.7,8.6,71,0,12.2,10.2,14.8,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-02-26,1,"Habil","Normal Trafico","No",26,14.2,19,11,83,0.51,7.9,8.9,25.9,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-02-27,1,"Habil","Normal Trafico","No",27,14.3,18.8,10,82,0,10.9,8.9,21.7,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-27,1,"Sabado","Normal Trafico","No",27,13.6,19.6,8,71,0,11.3,10.9,29.4,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-27,2,"Habil","Normal Trafico","No",27,13.9,19,9.7,79,8.89,10.6,6.5,18.3,0,"1","0","1","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-12-27,1,"Sabado","Bajo Trafico","No",27,14.4,22,7,59,0,12.4,11.1,24.1,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-03-28,1,"VisperaDescanso","Normal Trafico","No",28,14.3,22,8,64,0,9.2,8.7,18.3,0,"0","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-09-28,1,"DomingoFestivo","Normal Trafico","No",28,13.7,24,7.8,67,NA,11.7,12.8,35.9,0,"1","0","1","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-03-29,1,"Sabado","Normal Trafico","No",29,13.1,22,4,73,0,7.9,10,25.9,0,"0","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-05-30,1,"VisperaDescanso","Normal Trafico","No",30,14.1,20,9,79,0,10.1,7.4,14.8,0,"1","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-08-30,1,"Sabado","Normal Trafico","No",30,12.4,20,1.6,56,0,12.6,15,27.8,0,"0","0","0","0",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-30,1,"Habil","Normal Trafico","No",30,13,20,6.8,80,0,8.5,8.5,18.3,0,"0","0","1","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
16,2014-10-31,1,"VisperaDescanso","Normal Trafico","Halloween",31,14.4,19.2,9,75,0.25,9.7,8.5,22.2,0,"1","0","0","1",1,10,31,20,0,1,342,5355,5625,18169,802,2024
18,2014-09-03,1,"Habil","Normal Trafico","No",3,13.4,18,7,70,0.25,11.6,8.5,22.2,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-04-04,1,"VisperaDescanso","Normal Trafico","No",4,14.5,21,11,76,0.51,9,6.9,18.3,0,"1","0","1","1",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-05-08,1,"Habil","Normal Trafico","No",8,14.1,19,12,86,2.03,8.2,8.7,22.2,0,"1","0","1","1",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-04-09,1,"Habil","Normal Trafico","No",9,14.8,20.2,9,60,0,11.6,10.7,27.8,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-09-12,1,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,"0","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-11-13,1,"Habil","Normal Trafico","No",13,14.2,19,11,78,0,10.9,11.3,29.4,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-07-16,1,"Habil","Moderado Trafico","No",16,13.6,17.3,9.8,72,3.05,11.4,12.8,27.8,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-08-17,1,"DomingoFestivo","Moderado Trafico","No",17,14.4,19,9,70,0,11.1,15,46.9,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-12-17,1,"Habil","Moderado Trafico","Novenas",17,13.7,20.4,8,78,0,7.4,8.7,18.3,0,"0","0","0","1",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-02-19,1,"Habil","Normal Trafico","No",19,14.1,20,11.9,83,1.02,9.5,6.9,14.4,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-04-22,1,"Habil","Normal Trafico","No",22,13.9,18.2,12,82,3.05,10.3,7.6,29.4,0,"1","0","1","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-07-22,1,"Habil","Moderado Trafico","No",22,14.4,19,11,70,0.25,11.3,14.8,27.8,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-09-22,1,"Habil","Normal Trafico","No",22,14.2,20,9,72,13.97,10.9,8.3,22.2,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-05-24,1,"Sabado","Normal Trafico","No",24,14.9,22,8,64,12.95,10.5,11.9,79.1,0,"0","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-06-25,1,"Habil","Bajo Trafico","No",25,13.8,18,11,78,4.06,10.5,8.1,22.2,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-05-26,1,"Habil","Normal Trafico","No",26,13.6,19.2,7,71,0,10.9,10.6,25.9,0,"0","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-01-28,1,"Habil","Normal Trafico","No",28,13.2,20,8.9,74,NA,11.1,9.1,22.2,0,"1","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
18,2014-03-30,1,"DomingoFestivo","Normal Trafico","No",30,14.2,22.4,5.1,74,0,8,11.3,31.7,0,"0","0","0","0",NA,4,21,16,0,NA,328,4133,4849,18536,46,2473
19,2014-06-01,1,"DomingoFestivo","Moderado Trafico","No",1,15.1,19,11,68,0.51,11.1,12.6,22.2,0,"0","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-11-01,1,"Sabado","Moderado Trafico","No",1,14.1,20,9,80,1.02,10.9,8.9,22.2,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-03-02,1,"DomingoFestivo","Normal Trafico","No",2,13.7,18,9,82,3.05,10.5,10,21.7,0,"0","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-05-02,1,"VisperaDescanso","Normal Trafico","No",2,15.2,20.2,11.7,73,1.02,11.6,7.8,24.1,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-07-02,1,"Habil","Moderado Trafico","No",2,14.8,20,10.1,72,3.05,11.4,13.9,29.4,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-08-02,1,"Sabado","Normal Trafico","No",2,13.8,17,11,72,NA,10,16.7,42.4,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-11-02,1,"DomingoFestivo","Moderado Trafico","No",2,13.9,21,7.6,75,0.76,11.3,8.1,18.3,0,"0","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-08-05,1,"Habil","Normal Trafico","No",5,12.8,20.6,7,69,NA,10.6,11.1,27.8,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-01-06,1,"FestivoEntreSemana","Bajo Trafico","No",6,13.4,21.6,11.7,85,1.02,10.3,9.6,22.2,0,"1","0","1","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-02-06,1,"Habil","Normal Trafico","No",6,13.6,20.2,7,71,NA,11.7,9.8,25.9,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-05-06,1,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,"0","0","0","1",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-08-06,1,"VisperaDescanso","Normal Trafico","No",6,13.8,17,9.2,70,0,10.6,15,29.4,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-03-07,1,"VisperaDescanso","Normal Trafico","No",7,12.9,18,8,84,0,7.7,5.7,18,0,"1","0","1","1",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-10-07,2,"Habil","Moderado Trafico","No",7,14.5,19.9,11,79,0.25,10.8,9.3,18.3,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-12-08,1,"FestivoEntreSemana","Bajo Trafico","No",8,13.6,19,9,79,0.25,6.8,8.5,18.3,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-05-09,1,"VisperaDescanso","Normal Trafico","No",9,13.8,18.6,11.4,84,11.94,8.5,8.5,20.6,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-12-09,1,"Habil","Moderado Trafico","No",9,13.4,18.8,10.7,84,0.51,9.8,7.6,13,0,"1","0","1","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-06-10,1,"Habil","Moderado Trafico","No",10,14.3,19.5,11,72,0,12.2,14.6,29.4,0,"0","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-09-11,1,"Habil","Normal Trafico","No",11,13.9,19.3,9.3,76,0,11.1,9.3,22.2,0,"1","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-02-13,1,"Habil","Normal Trafico","No",13,12.5,20.6,7.9,81,2.03,10.3,9.1,20.6,0,"1","0","1","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-03-15,1,"Sabado","Normal Trafico","No",15,14,18,12,87,0,6,8.5,22.2,0,"1","0","1","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-09-15,1,"Habil","Normal Trafico","No",15,14.4,19,9,66,0,12.2,11.5,25.9,0,"0","0","0","0",1,5,34,32,0,1,487,15551,16012,49341,390,2079
19,2014-02-16,1,"DomingoFestivo","Normal Trafico","No",16,12.9,21,6,79,1.02,9.2,10.9,33.5,0,"1","0","0","1",1,5,34,32,0,1,487,15551,16012,49341,390,2079
