FID,Código Único Paradero SITP,Nombre Paradero,Dirección Paradero,coord_x,coord_y
5672,492A09,Br. Grancolombiano II Sector,CL 73 Sur - KR 80J,"-74,19792482916286","4,6087411080741525"
5676,580A09,Br. José María Carbonell,KR 77G - TV 77G Bis B,"-74,19617980950265","4,599197385209902"
5680,290A08,Br. Bosa Santa Fe,KR 98 - 56G-34 Sur,"-74,19339731833426","4,637487873183421"
5682,158A09,Br. Pablo VI Bosa,KR 77J - CL 70B Sur,"-74,19256389375302","4,599562131975972"
5684,209A09,Br. La Palestina I,KR 81 - CL 68 Sur,"-74,19126934686842","4,610069367123874"
5687,161A09,Br. San Pablo II Sector,CL 69B Sur - TV 77J,"-74,19036234667215","4,599993513155707"
5712,558A08,Br. Brasilia,CL 51 Sur - KR 87D,"-74,18019043345255","4,62835286277137"
5723,371A08,Pq. Bellavista - Dindalito,KR 95 - CL 42B Sur,"-74,17626139463925","4,643519820709784"
5725,294A10,Br. la Primavera I,DG 60 Sur - KR 75B,"-74,17609038774852","4,591387290029398"
5742,304A10,Br. Rincón de Galicia,DG 62H Bis Sur - TV 74A,"-74,17278375386638","4,587722420370889"
5752,387A08,Br. Las Brisas,CL 42A Sur - KR 89B,"-74,1718188725214","4,63747195790378"
5757,356A08,Br. Dindalito I Etapa,KR 87i - CL 42A Sur,"-74,17066901368636","4,634610170800084"
5758,474A11,Br. Caracolí,CL 76A Sur - KR 72,"-74,16992748047046","4,573053709680445"
5766,285A10,Alcaldia Local Ciudad Bolivar,KR 73 - CL 59,"-74,16895688314533","4,594929828979885"
5771,189A10,Br. El Perdomo,CL 65 Sur - KR 73B,"-74,16874523467447","4,584968626250548"
5779,328A09,Br. Las Luces,CL 52A Sur - KR 77K Bis A,"-74,16854258822113","4,606366817875351"
5782,196A10,Br. Ismael Perdomo,CL 63A Sur - KR 72A-21,"-74,16809711726499","4,586811100302458"
5787,623A09,Portal Sur,KR 72D - CL 57K Sur,"-74,16753724585742","4,5970045587734365"
5788,610A08,Br. Calandaima Los Pantanos,KR 93D – CL 0,"-74,1674878394151","4,648419429459657"
5795,470A11,Br. Jerusalén Las Brisas,CL 76 Sur - KR 46A,"-74,16653909360926","4,571351606173048"
5799,431A08,Pq. Público Patio Bonito,KR 88 - CL 38A Bis Sur,"-74,1660873380394","4,638067452358359"
5801,597A08,Br. El Amparo,DG 42A Sur - KR 81B,"-74,1656004331891","4,625960526279673"
5802,432A08,Br. Patio Bonito III Sector,KR 87I - CL 37 Sur,"-74,16525325678967","4,638213467189986"
5804,594A08,Br. Villa Emilia,CL 42A Sur - KR 80J,"-74,1650046722893","4,625085844433461"
5810,222A07,Urb La Estancia,KR 119A - CL 14B,"-74,16417878726821","4,680330920283278"
5811,595A08,Pq. Metropolitano Cayetano Cañizares,CL 42A Sur - KR 80D,"-74,16409273764715","4,623572095463841"
5814,441A08,Br. Campo Hermoso,CL 26 Sur - KR 88F,"-74,16334082888973","4,6418662035799185"
5819,442A11,Canchas Nueva Esperanza,TV 27H - CL 73DBis Sur,"-74,16293117735724","4,545718155062158"
5823,360A07,Ciudad Tintal II Etapa 1,KR 94 Bis - CL 6A,"-74,16267188314204","4,652981495792687"
5834,460A08,Br. Patio Bonito III Sector,CL 2 - KR 88 Bis,"-74,16100521364258","4,64236418157602"
5837,205A11,Br. Jerusalén La Pradera,KR 45 - CL 70C Sur,"-74,16082550297506","4,570147161840671"
5838,536A09,Br. Villa del Río,CL 55A Sur - KR 68D,"-74,16009470103354","4,601714062101066"
5847,463A08,Br. Tayrona,CL 2 - AV. C. de Cali,"-74,15849840285851","4,6395315479054755"
5850,501A09,Br. Timiza A,CL 43 Sur - KR 73A,"-74,15808999998424","4,60799599972839"
5852,294A07,Br. Zona Franca,KR 106 - CL 14,"-74,15776910918835","4,669373182799509"
5856,393A10,Br. Madelena,KR 66 - CL 60A Sur,"-74,15707207851163","4,591677564121526"
5862,152A07,C.R. San Pedro de Castilla,KR 88D - CL 6D,"-74,15567200024242","4,648422000039635"
5866,106B08,CADE Kennedy,KR 78 K - CL 39 Sur,"-74,15478249024471","4,622307687136637"
5867,592A08,Br. Ciudad Kennedy Norte Supermanzana 9B,CL 36 Sur - KR 79,"-74,15471258694257","4,626692409679671"
5871,541A09,Parque Metropolitano Timiza,CL 40H Sur - KR 72R,"-74,15342537300563","4,611831916718137"
5873,591A08,Br. Ciudad Kennedy Norte Supermanzana 9B,CL 36 Sur - KR 78K,"-74,15304029398942","4,6251554744390475"
5886,460A11,Br. San Rafael,KR 18R - DG 71D Sur,"-74,15101902351472","4,544780755092185"
5887,457A11,Br. El Tesoro,KR 18 R - CL 78D Sur,"-74,15085861854095","4,536910958833109"
5889,152A11,Nueva Colombia,KR 18M - 70M Sur,"-74,15084472968834","4,548016903526446"
5920,301A06,Br. Atahualpa,CL 22H - KR 113A,"-74,14804031064389","4,686231001936682"
5926,413A11,CAI Compartir,CL 66 Bis Sur - TV 18T,"-74,14656977840525","4,5571180139909755"
5927,438A11,Br. Juan Pablo II,CL 67A Sur - KR 18N Bis,"-74,14649528740695","4,5536053322337775"
5944,169A07,Br. Castilla,AC 8 - KR 78,"-74,1425325186514","4,6387091457593455"
5954,440A05,Br. El Palmar,KR 121 - CL 65A,"-74,13954647373122","4,715147025147605"
5962,197A07,CASTILLA REAL,CL 11A - TV 78D-36,"-74,13849989779766","4,644962568400358"
5963,429A09,Pq Carvajal Osorio,KR 68 L - CL 37D-38 Sur,"-74,13840993870848","4,607039403969029"
5976,433A09,IED Alqueria de la Fragua,CL 37B Sur - KR 69D-93,"-74,13627999993216","4,6052620000905184"
5983,402A06,Urb. Capellanía,KR 91 - CL 20A,"-74,13458564255902","4,667574291012847"
5996,322A07,Marsella,KR 70B - CL 6B,"-74,13167574063895","4,631099416208183"
6001,137A03,Br. Villa Cindy,KR 158 B - CL 136 C,"-74,12920111738981","4,742903367647922"
6005,325A07,Br. Los Pinos de Marsella,CL 9D - KR 69B,"-74,12787525074285","4,6357855146408635"
6006,368A11,Tunal Sector I,DG 45 Sur - TV 23,"-74,12755601194876","4,574105555693312"
6014,347A12,Ciudadela de Usme - La esperanza I Etapa,KR 14I - CL 136A Sur,"-74,12568350158678","4,475966666585058"
6023,345A12,Ciudadela de Usme - La esperanza I Etapa,CL 136 Sur - KR 14B,"-74,12357838595672","4,4755396175222275"
6025,268A03,Br. Bilbao II Sector,CL 143B - KR 151G,"-74,12354557678759","4,752528517917712"
6051,405B12,Br. La Aurora,CL 70A Sur - TV 3F Bis,"-74,12081283342133","4,521712607478153"
6076,398A05,Br. Álamos III,CL 66 A - KR 96 A,"-74,118826931416","4,695653312944123"
6098,311A04,Br. Molino del Viento,KR 103 - CL 73,"-74,11718700027097","4,706612000013893"
6099,459A12,Br. Granjas de San Pablo,CL 36 Sur – KR 13F,"-74,11729668456717","4,573651363285327"
6101,456A12,Br. Granjas de San Pablo,CL 36 Sur – KR 13F,"-74,11706516356561","4,5732669507315045"
6104,203A04,Br. Álamos norte,KR 101 - CL 72A,"-74,11675224352125","4,70494331991679"
6116,312A07,Br. Salazar Gómez,KR 65 - CL 12,"-74,11575125619002","4,633186298947977"
6121,141A04,Pquia. Nuestra señora de la Reconciliación,KR 111C - DG 82A,"-74,11536347953302","4,721419341666466"
6123,476A12,Br. Santa Librada,CL 74C Sur - KR 12,"-74,11532546642346","4,515429949943872"
6124,460A12,Br. Granjas de San Pablo,DG 36 Sur - KR 12J,"-74,11528618309607","4,571231839602844"
6136,461A12,Br. Granjas de Santa Sofía,CL 40B Sur - KR 12C,"-74,11468673640867","4,569367485163514"
6140,453A12,Br. San Jorge Sur,TV 12A - CL 42 Sur,"-74,11448602402811","4,567733490709847"
6142,424A12,Jardín Infantil Marruecos Bambi,TV 5Q - DG 48J Bis Sur,"-74,11427544814573","4,557865522413604"
6143,319A05,Br. Florida Blanca,CL 66A - KR 91,"-74,11419192368892","4,692887026873451"
6146,477A12,Br. Santa Librada,CL 74C Sur - KR 9B,"-74,1136515565028","4,515872780777997"
6147,486A12,Br. Benjamín Uribe,CL 74B Sur - KR 9A,"-74,1136456958939","4,516768485848331"
6149,353A12,Las Colinas,DG 32H Sur - KR 15A,"-74,11350485083712","4,572807210443117"
6153,293A10,Br. Los tres Reyes II Sector,CL 57Z Sur - KR 75D,"-74,17657178772276","4,594729520796329"
6163,292A10,Br. Primavera II,TV 73 I - CL 57Y Sur,"-74,17245544388454","4,594427806158462"
6166,239A12,Br. Palermo Sur,KR 3 - DG 53 Sur,"-74,1125154409933","4,541686378483153"
6171,149A04,Br. Bolivia Oriental,AK 104 - CL 82,"-74,11240618878676","4,717940726395442"
6175,354A07,Br. Vergel Occidental,KR 81A - CL 13F,"-74,11219773203015","4,615022769598704"
6176,229A04,Br. Ciudadela Colsubsidio,KR 112F - CL 89B,"-74,11217148325754","4,726193870182332"
6179,354A12,Las Colinas,CL 32 Bis Sur - KR 15B,"-74,1118745693949","4,574465949042358"
6180,077A03,Br. Tibabuyes Universal,CL 139 - KR 129B,"-74,11179821708731","4,74623940680468"
6181,237A12,Br. Danubio II,KR 4 Este - DG 54A Sur,"-74,1116298458536","4,539209941334808"
6184,609A03,Urb. Los Campos,KR 129 - CL 138,"-74,11137461651509","4,74564534030534"
6189,474A05,Br. Normandía V Sector,KR 73A - CL 49A,"-74,11105513517587","4,6712429721678745"
6191,338A09,Catalina,DG 54A - KR 77V BIS,"-74,16987845132056","4,609606749422769"
6194,415A08,Urbanización Riveras de Occidente,CL 34 BIS A Sur - KR 93,"-74,16840090413788","4,645430357899361"
6196,169A11,Parque Ecológico Arborizadora Alta,DG 72F Sur - KR 33,"-74,16441615091237","4,562636168142256"
6205,355A12,Las Colinas - Sector Divino Niño,CL 32 Bis Sur - KR 14D,"-74,11016127553556","4,573698863575775"
6217,472A05,Parque Normandía,KR 73A - CL 52A,"-74,10927705481825","4,672910363810361"
6220,265A10,Br. La Fragua,CL 17 Sur - KR 32A,"-74,1090565777048","4,59528726318222"
6221,253A12,Br. Palermo Sur,KR 1B Este -CL 51 Sur,"-74,10903862038226","4,541743801174114"
6229,279A04,Colegio Distrital Nidia Quintero de Turbay,KR 91A - CL 73A,"-74,10851827035563","4,701748668083473"
6234,402A12,Hsp. Rafael Uribe Uribe - Lomas,DG 38F Sur - TV 11B Bis,"-74,10795488563699","4,565597732441433"
6237,403A12,Hsp. Rafael Uribe Uribe - Lomas,DG 38F Sur - TV 11B Bis,"-74,10782829594547","4,565942344822272"
6238,414A03,Parques del Campo,CL 144 - KR 127D,"-74,1083680001749","4,750938999829559"
6272,304A06,BELEN,CL 18 - KR 108,"-74,14882206413","4,679221887647574"
6281,304A12,Br. Los Pijaos,CL 35 Sur - KR 10B,"-74,10390932095832","4,566838419336799"
6289,257A04,Br. La Soledad Norte,CL 75 - KR 85-27,"-74,10347958489271","4,698855090628093"
6294,189A07,Br. La Pampa,KR 81A - CL 13,"-74,13861771274549","4,652141683025691"
6295,414A00,Parque La Perla,KR 29B - CL 1D,"-74,10308680821282","4,599616193092394"
6301,368A06,Colegio Teresita de Lisieux,TV 96B - KR 20D-30 Al lado,"-74,13728000001487","4,67145900038755"
6307,428A05,La Reliquia,CL 63Bis - KR 70C,"-74,10180337438663","4,672191552790989"
6322,420A00,Br. Santa Isabel,CL 2 - KR 28,"-74,1003561237852","4,600685865420858"
6339,377A03,Br. Lago de Suba,KR 102A - CL 130D,"-74,09836064124735","4,733022515672555"
6344,397A05,Br. Bosque Popular,CL 63 C - KR 69F,"-74,0977974379884","4,671132594805392"
6348,425A00,Br. Santa Isabel,CL 2 - KR 25A,"-74,0976188052992","4,598742177230232"
6367,489A13,Villa del Cerro,CL 46A Sur - KR 3C E,"-74,0958161407472","4,544252596263931"
6369,347A06,Br. Modelia,KR 75 - CL 24D,"-74,11811112055993","4,667563663373149"
6377,280A06,Br. Modelia,KR 75 - CL 25F,"-74,11614239524116","4,669344798031006"
6378,320A05,COTRANSPENSILVANIA,CL 68A - 93-38,"-74,1146628744598","4,695092883456646"
6379,327A05,FLORIDA BLANCA,CL 69A - Kr92,"-74,11345268566858","4,695366248312226"
6381,429A00,Br. El Vergel,CL 2 - KR 20A,"-74,09372717233438","4,59677560292191"
6384,486A13,Br. San Jacinto,CL 46B Sur - KR 5BisA E,"-74,09319494927462","4,5436639725287895"
6387,459A13,Montebello,CL 27A Sur - KR 2B,"-74,09302305844164","4,567118968813293"
6389,339A12,Br. Serranias,DG 93 B Sur - TV 3 C Este,"-74,11096300036708","4,497910000025861"
6402,450A13,Córdoba,CL 27A Sur - KR 1 Bis,"-74,09090319516955","4,566075350818833"
6407,111B03,Br. El Rincón Norte,CL 130C - KR 93A,"-74,0903937938096","4,728298406808326"
6412,358A03,Br. Altos de la Esperanza I Sector,KR 89 - CL 127C,"-74,08987020176309","4,718153647889626"
6418,297A05,AC 72,KR 68H - CL 71,"-74,08889345007995","4,680018158143095"
6424,431A05,Br. El Encanto,KR 75 - CL 64C,"-74,10552788477601","4,680445719075585"
6425,456A13,Horacio Orjuela,DG 32B Sur - TV 6 Este,"-74,08788457104896","4,556532770451435"
6430,760A00,Br. Voto Nacional,AK 18 - CL 8A,"-74,08652771072806","4,601777853577489"
6433,520A03,Urbanización Balcón de Suba,KR 87B - CL 128D,"-74,08626455914705","4,722581427721258"
6449,336A05,IED CARLOS LLERAS,CL 69A - KR 77B,"-74,1028299268725","4,688377861640672"
6455,366A13,Br. Las Guacamayas,KR 1B - CL 38 - 39 Sur,"-74,09775703356355","4,55345973079446"
6466,228A13,Br. Ramajal,AV. Circunvalar - TV 4 BIS E,"-74,08206890484904","4,55858405880385"
6475,553A03,Portal de Pontevedra,KR 71 - CL 97,"-74,08005806650972","4,695541875817274"
6481,479A13,Br. Buenos Aires,TV 1C E - CL 6 Sur,"-74,07957588769612","4,578699913923882"
6492,470A00,Br. La Favorita,CL 17 - KR 15,"-74,07840303378646","4,607692451536495"
6498,307A04,Br. La libertad,KR 60 - CL 75B,"-74,07757622170402","4,675528148689418"
6505,289A13,Br. Vitelma - Ciudadela Parque de la Roca,CL 3S - KR 4A E,"-74,07651068952131","4,579088815127041"
6510,517A00,Br. Teusaquillo,AC 28 - KR 25,"-74,07590492588083","4,6233343249774705"
6512,573A00,Br. Benjamín Herrera,KR 28 - CL 63A,"-74,07572023405504","4,652770223389293"
6556,303A02,Br. Claret Norte,KR 74 - CL 163,"-74,0686770155278","4,748107788165198"
6558,365A13,Br. El Guavio,CL 6 - KR 5 A Este,"-74,06859101890733","4,5894502071818435"
6581,526A03,IED Domingo Faustino Sarmiento,CL 97 - KR 58,"-74,06538863810717","4,6854820388079075"
6600,BD-012A,SENA – Dirección General,AK 7 – CL 55,"-74,06240500785847","4,641801547203748"
6606,199A02,Br. Prado Veraniego Sur,KR 54 - CL 128A,"-74,06201252133442","4,714665366077804"
6614,226A02,Br. Cantalejo,CL 161 - KR 54,"-74,05634097095721","4,742911125791052"
6616,754A00,Estación Héroes,Auto Norte - CL 79,"-74,06022255716391","4,667128767146148"
6631,184A02,Br. Niza IX,KR 51A - CL 127B Bis,"-74,05880454313173","4,711194204204637"
6651,186A02,Br. San José del Prado,KR 52A - CL 134D,"-74,05667867821522","4,722377091394096"
6654,329A02,Estación Calle 106,Auto Norte - CL 104A,"-74,05655461997618","4,693271617913547"
6669,074A02,Br. Britalia,CL 167 - KR 54D-22,"-74,0556049731601","4,749370238480007"
6671,629A01,Br. San Patricio,Auto Norte - CL 109,"-74,05505916218337","4,697289269764517"
6679,264A02,Gimnasio Los Andes,AC 209 - Auto Norte,"-74,04484512965503","4,788437342889942"
6681,201A02,Br. San José del Prado - Fuerteventura,CL 137 - KR 47,"-74,05421088036562","4,723133305872822"
6686,633A01,Br. La Calleja,Auto Norte- CL 127A,"-74,05311976326533","4,708957583859997"
6688,572A01,Universidad El Bosque,KR 7 Bis - CL 131,"-74,0302580399331","4,709716594591912"
6692,322A02,Br. Prado Veraniego,Auto Norte - CL 130,"-74,05259325259246","4,716695559287386"
6697,635A01,Conjunto Residencial Santacoloma,Auto Norte - CL 130,"-74,05184090815213","4,716577888160817"
6699,357A01,Br. San Luis,CL 96A - KR 6 E,"-74,02219190260531","4,66808632996633"
6712,285A02,Br. Tejares del Norte II,CL 187 – KR 49,"-74,04664294060953","4,765438311293559"
6718,150A01,Br. San Antonio Noroccidental,AC 183 - KR 20,"-74,04212118528699","4,760186736348058"
6736,267A01,Parques de Capri,CL 151 - KR 11,"-74,03344092010508","4,7290010363694135"
6740,518A01,Verbenal San Antonio,CL 187 - KR 11,"-74,03216499978791","4,763992000525837"
6754,581A01,Br. Torca II,AK 7 - CL 234,"-74,03009214086306","4,808274589117452"
6760,575A01,Urb. El Palmar,KR 8 - AC 191,"-74,02885570689251","4,768169088305613"
6774,576A01,Acerías Paz del Río,AK 7 - CL 196,"-74,02675360421192","4,772950232909225"
6790,417A01,Br. Bosque de Soratama,KR 6A - CL 166-48,"-74,02189420541171","4,743402004080534"
6791,411A01,Br. La Perla Oriental,CL 162A - KR 5A-22,"-74,02185067395136","4,736771427086476"
6798,618A01,Br. Cerros Norte KR 3,KR 3 - CL 160B,"-74,02054864859205","4,734267841452978"
6806,513A01,Br. La Sureña,KR 10 Este - DG 97,"-74,01921599966468","4,668734000116445"
6807,485A01,Br. Cerros Norte Kr 1A BIS,KR 1A BIS - CL 160B,"-74,01919785279762","4,733219570463027"
6811,606A01,Br. Soratama CL 166A,CL 166A - KR 2B,"-74,01889154704867","4,74274150569059"
6812,486A01,Br. Cerros Norte Kr 1,KR 1 - CL 160B-82,"-74,01883427765269","4,732619534865786"
6826,496A01,Br. Soratama KR 1 (Validado con dirección),KR 1 - CL 167,"-74,01655676543812","4,742288366671179"
6838,377D05,Aeropuerto Eldorado,Aeropuerto Eldorado,"-74,14037229946348","4,697682807772241"
6845,489A12,Br. Palermo Sur,KR 2B Este - CL 49CBis Sur,"-74,10763777585012","4,541585982789912"
6847,544A13,Urbanización Calima,CL 23 Sur - KR 7B,"-74,09413500028684","4,572492000084644"
6856,548A13,Br. Córdoba,KR 1 Este - CL 27 Sur,"-74,08974529910766","4,565708351885717"
6862,635A08,Br. Las Vegas,KR 89C - CL 42G Sur,"-74,17447672064745","4,6370080445804165"
6869,539A13,CAI Girardot,CL 2A - KR 2,"-74,07585684804683","4,587137405989355"
6872,339A07,Br. El Charco,CL 14B - KR 123,"-74,16633499996996","4,680991999947306"
6882,123A12,Ciudadela Nuevo Milenio,CL 65 Sur -  KR 1 Este,"-74,11800483998036","4,534559325054999"
6909,394A12,Br. Zarazota I,KR 9 - CL 48D Sur,"-74,11370083628266","4,560298863521182"
6911,431A13,Parque San Cristóbal,CL 18 Sur - KR 3E,"-74,08444431186999","4,572387844195228"
6912,432A13,C.R. Caja Social de Ahorros,KR 3G E - CL 12D Sur,"-74,0826291059383","4,572552311742664"
6921,194A10,Urb. Calabria,KR 73 - CL 62 D Bis A Sur,"-74,16895668012607","4,589011785081632"
6924,327A10,Br. Sierra Morena III Sector,CL 75A Sur - TV 59,"-74,16725642710972","4,574615125348243"
6936,303A06,Br. Villa Carmenza,KR 111A - CL 18,"-74,15047007651933","4,681473881937189"
6937,300A06,Urb. El Chital,KR 111A - Calle 22J,"-74,1453850236147","4,685766908614718"
6938,464A11,Desarrollo San Luis,TV 18R CL 65 Sur,"-74,14488089716207","4,5590462331471695"
6947,053A07,Br. Las Dos Avenidas,AC 8 - KR 72B,"-74,13846993538968","4,636943499681235"
6953,505A08,Estación Marsella,KR 69B - AV. Américas,"-74,12891721742068","4,628986830653553"
6959,522A08,Br. La Camelia,TV 53A - CL 1,"-74,12162000024685","4,613654000073098"
6966,259A07,Br. San Gabriel,KR 56 - CL 5A-29,"-74,11555046835099","4,624461780558075"
6968,391A11,IED Clemencia de Caicedo,KR 23C - CL 31C Sur,"-74,11489574742583","4,581751872329837"
6973,278A06,Ciudad Salitre 3ra Etapa,KR 68D - CL 22B,"-74,11226399985034","4,652017000247263"
6996,121A13,Br. La Esperanza,CL 76 Sur - KR 13F Este,"-74,09127999980367","4,513997999858956"
7021,589A03,Br. Tuna Alta,KR 88 - CL 156A,"-74,07798086782374","4,7505732862332115"
7025,299A13,Br. Rocio Oriental,TV 8A Este - CL 1B,"-74,07061837367145","4,581875449942265"
7027,303A13,Br. El Consuelo,KR 9 Este - CL 2,"-74,06982133445246","4,583355616289061"
7033,BD-028A,Br. Sagrado Corazón,AK 13 - CL 37,"-74,06757025696177","4,625664316325937"
7034,691A00,Br. Palermo,AV. Caracas - CL 47,"-74,06739606733998","4,6349472286119955"
7036,690A00,Estación Marly,AV. Caracas - CL 49,"-74,06705314805669","4,636961497615137"
7050,687A00,IED Manuela Beltrán,AV. Caracas - CL 58,"-74,06564660910394","4,6449627662760165"
7053,686A00,Estación Calle 63,AV. Caracas - CL 60,"-74,06517139313212","4,647651638610959"
7056,685A00,AC 63,AV. Caracas - AC 63,"-74,06460702385993","4,650623406916106"
7069,683A00,Br. Concepción Norte,AV. Caracas - CL 69,"-74,06259719073542","4,65631281981333"
7071,682A00,Estación Calle 72,AV. Caracas - CL 71,"-74,06219079110426","4,658542992810679"
7073,681A00,Br. San Felipe,AV. Caracas - CL 73,"-74,06187080221687","4,660514043220941"
7084,566A00,Ingemar,AV. Circunvalar - TV 1,"-74,05631930179592","4,642278953263797"
7091,288A00,CADE Chicó,AC 92 - KR 16,"-74,05345299960818","4,676541999845638"
7094,072A00,Pq. León de Greiff,AC 85 - KR 13,"-74,05414899991727","4,6694670003470415"
7095,259A02,C.R. La Estancia,CL 163B - KR 52,"-74,05165456342621","4,745793009413928"
7101,262A02,Br. Granada Norte,CL 167 - KR 49A,"-74,05032400038695","4,748596000339049"
7105,143A01,Pq. Las Margaritas II,CL 150 - KR 22,"-74,04806393525185","4,731822221593225"
7108,BD-035A,El Refugio,AK 7 - CL 87,"-74,04634380611151","4,665846408376933"
7109,BD-034A,La Cabrera,AK 7 - CL 86,"-74,04614163307029","4,666759597352901"
7118,BD-039A,Calle 94,AK 7 - CL 94,"-74,04125594058173","4,67452653071274"
7123,175A09,Br. El Retazo,KR 80J - CL 71D Sur,"-74,19586159748292","4,607676119221038"
7140,269A06,Zona Industrial Montevideo,KR 68D - CL 19,"-74,1165127715311","4,64675770377586"
7142,BD-057A,Usaquén,AK 7 - CL 119B,"-74,03124723597789","4,696811628971224"
7145,BD-065A,Clínica El Bosque,AC 134 - AK 7,"-74,02996411566372","4,711994053341521"
